name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-12654,NO,47,23,24,1.044,0.1,8.6e-01,1.0e+00,0.9946,4109,23,30,16,17,22,33
GENE-3614,NO,119.3,58.7,60.7,1.034,0,8.6e-01,1.0e+00,0.9946,4110,50,76,50,73,64,45
GENE-6458,NO,83.3,42.3,41,0.968,0,8.6e-01,1.0e+00,0.9946,4111,43,32,52,51,37,35
GENE-12273,NO,311.7,154.3,157.3,1.019,0,8.6e-01,1.0e+00,0.9946,4112,153,173,137,145,167,160
GENE-13413,NO,774.3,381.7,392.7,1.029,0,8.6e-01,1.0e+00,0.9946,4113,386,413,346,375,515,288
GENE-2508,NO,150.7,73,77.7,1.065,0.1,8.6e-01,1.0e+00,0.9946,4114,130,52,37,50,71,112
GENE-11246,NO,179.7,89,90.7,1.019,0,8.6e-01,1.0e+00,0.9946,4115,96,85,86,87,88,97
GENE-16500,NO,70,34.3,35.7,1.038,0.1,8.6e-01,1.0e+00,0.9946,4116,21,38,44,32,41,34
GENE-16477,NO,94.3,46.7,47.7,1.021,0,8.6e-01,1.0e+00,0.9946,4117,49,47,44,53,44,46
GENE-8974,NO,1138.7,574.3,564.3,0.982,0,8.6e-01,1.0e+00,0.9946,4118,620,590,513,524,610,559
GENE-5588,NO,20,9.7,10.3,1.068,0.1,8.6e-01,1.0e+00,0.9946,4119,5,13,11,18,7,6
GENE-8285,NO,69.7,35.3,34.3,0.972,0,8.6e-01,1.0e+00,0.9946,4120,46,30,30,36,34,33
GENE-19080,NO,71.3,36.3,35,0.963,-0.1,8.6e-01,1.0e+00,0.9946,4121,24,37,48,30,31,44
GENE-3330,NO,540.7,266.3,274.3,1.031,0,8.6e-01,1.0e+00,0.9946,4122,304,269,226,282,350,191
GENE-13365,NO,39.3,19.3,20,1.034,0,8.7e-01,1.0e+00,0.9946,4123,18,25,15,18,24,18
GENE-3305,NO,89,45.3,43.7,0.962,-0.1,8.7e-01,1.0e+00,0.9946,4124,39,33,64,34,56,41
GENE-7465,NO,353.7,179.3,174.3,0.973,0,8.7e-01,1.0e+00,0.9946,4125,187,189,162,232,134,157
GENE-8920,YES,2607.7,1288.3,1319.3,1.024,0,8.7e-01,1.0e+00,0.9946,4126,1088,1161,1616,1161,1323,1474
GENE-14052,NO,5703.7,2877,2826.7,0.982,0,8.7e-01,1.0e+00,0.9946,4127,2800,2913,2918,2841,3214,2425
GENE-12333,NO,852.7,422.7,430,1.018,0,8.7e-01,1.0e+00,0.9946,4128,397,398,473,448,446,396
GENE-19477,NO,38.3,18.7,19.7,1.052,0.1,8.7e-01,1.0e+00,0.9946,4129,10,15,31,22,20,17
GENE-14241,NO,418.3,211.3,207,0.98,0,8.7e-01,1.0e+00,0.9946,4130,237,215,182,229,182,210
GENE-4636,NO,79,38.7,40.3,1.043,0.1,8.7e-01,1.0e+00,0.9946,4131,42,50,24,43,51,27
GENE-5512,NO,278.7,138,140.7,1.021,0,8.7e-01,1.0e+00,0.9946,4132,126,122,166,131,138,153
GENE-9075,NO,31.3,16,15.3,0.959,-0.1,8.7e-01,1.0e+00,0.9946,4133,21,16,11,21,12,13
GENE-274,NO,777.3,393.3,384,0.976,0,8.7e-01,1.0e+00,0.9946,4134,334,445,401,341,328,483
GENE-11492,NO,59.3,29.3,30,1.022,0,8.7e-01,1.0e+00,0.9946,4135,28,30,30,27,32,31
GENE-80,NO,34,16.7,17.3,1.04,0.1,8.7e-01,1.0e+00,0.9946,4136,17,23,10,19,17,16
GENE-19526,NO,342.3,169,173.3,1.023,0,8.7e-01,1.0e+00,0.9946,4137,195,170,142,152,207,161
GENE-16157,NO,35.3,17.3,18,1.038,0.1,8.7e-01,1.0e+00,0.9946,4138,18,19,15,11,21,22
GENE-3338,NO,884,446.3,437.7,0.98,0,8.7e-01,1.0e+00,0.9946,4139,493,429,417,508,370,435
GENE-18253,NO,3078.3,1521.3,1557,1.023,0,8.7e-01,1.0e+00,0.9946,4140,1241,1576,1747,1619,1274,1778
GENE-10725,NO,445,220.3,224.7,1.02,0,8.7e-01,1.0e+00,0.9946,4141,215,208,238,197,213,264
GENE-16288,NO,761.3,384,377.3,0.982,0,8.7e-01,1.0e+00,0.9946,4142,338,412,402,364,345,423
GENE-4030,NO,2807,1422.3,1384.7,0.973,0,8.7e-01,1.0e+00,0.9946,4143,1616,1464,1187,1046,1343,1765
GENE-18841,NO,1508.7,747.3,761.3,1.019,0,8.7e-01,1.0e+00,0.9946,4144,701,691,850,841,667,776
GENE-10736,NO,390,198.7,191.3,0.964,-0.1,8.7e-01,1.0e+00,0.9946,4144,155,142,299,219,195,160
GENE-11289,NO,126.7,62,64.7,1.044,0.1,8.7e-01,1.0e+00,0.9946,4145,53,83,50,52,44,98
GENE-12544,NO,879.7,433.7,446,1.028,0,8.7e-01,1.0e+00,0.9946,4146,588,334,379,456,466,416
GENE-11573,NO,753.3,384.3,369,0.959,-0.1,8.7e-01,1.0e+00,0.9946,4147,258,454,441,459,441,207
GENE-939,NO,147,72.3,74.7,1.032,0,8.7e-01,1.0e+00,0.9946,4148,90,73,54,55,91,78
GENE-16854,NO,162.3,82.3,80,0.971,0,8.7e-01,1.0e+00,0.9946,4149,68,90,89,105,73,62
GENE-5863,NO,951.7,479.7,472,0.984,0,8.7e-01,1.0e+00,0.9946,4150,510,459,470,488,432,496
GENE-8910,NO,1228.3,605.7,622.7,1.028,0,8.7e-01,1.0e+00,0.9946,4151,493,741,583,781,608,479
GENE-13831,NO,241.7,119.3,122.3,1.027,0,8.7e-01,1.0e+00,0.9948,4153,133,100,125,125,151,91
GENE-10803,NO,1270.3,628.7,641.7,1.021,0,8.7e-01,1.0e+00,0.9951,4155,520,685,681,648,558,719
GENE-18792,NO,44,21.7,22.3,1.03,0,8.7e-01,1.0e+00,0.9951,4156,21,27,17,22,26,19
GENE-5949,NO,210.7,104,106.7,1.028,0,8.7e-01,1.0e+00,0.9951,4157,81,117,114,132,106,82
GENE-13241,NO,65.7,32,33.7,1.051,0.1,8.7e-01,1.0e+00,0.9951,4158,38,25,33,44,43,14
GENE-210,NO,256.7,126.7,130,1.027,0,8.7e-01,1.0e+00,0.9951,4159,125,131,124,132,91,167
GENE-17524,NO,139.7,69,70.7,1.024,0,8.7e-01,1.0e+00,0.9951,4160,69,60,78,61,65,86
GENE-19918,NO,51.7,26.3,25.3,0.961,-0.1,8.7e-01,1.0e+00,0.9951,4161,19,20,40,21,29,26
GENE-13759,NO,144.3,70.7,73.7,1.045,0.1,8.7e-01,1.0e+00,0.9951,4162,48,78,86,43,111,67
GENE-4909,NO,9565.7,4909.7,4656,0.948,-0.1,8.7e-01,1.0e+00,0.9951,4163,5937,3686,5106,2058,3994,7916
GENE-14499,NO,24.7,12,12.7,1.055,0.1,8.7e-01,1.0e+00,0.9951,4164,13,13,10,5,13,20
GENE-4017,NO,75.7,38.3,37.3,0.974,0,8.7e-01,1.0e+00,0.9951,4165,30,47,38,42,33,37
GENE-2234,NO,1015.7,513.7,502,0.978,0,8.7e-01,1.0e+00,0.9951,4166,528,406,607,579,493,434
GENE-5849,NO,3815,1931.7,1883.3,0.975,0,8.7e-01,1.0e+00,0.9951,4167,2256,1776,1763,1519,1664,2467
GENE-16923,NO,174,86,88,1.024,0,8.7e-01,1.0e+00,0.9951,4168,90,95,73,77,79,108
GENE-4855,NO,105.3,53.3,52,0.976,0,8.7e-01,1.0e+00,0.9951,4169,59,60,41,57,45,54
GENE-5261,NO,3159.7,1568,1591.7,1.015,0,8.7e-01,1.0e+00,0.9951,4170,1432,1634,1638,1652,1526,1597
GENE-4806,NO,2006,1015.3,990.7,0.976,0,8.7e-01,1.0e+00,0.9951,4171,1048,1092,906,726,994,1252
GENE-8185,NO,156.3,80.7,75.7,0.942,-0.1,8.7e-01,1.0e+00,0.9951,4172,136,53,53,35,114,78
GENE-14185,NO,2961,1468.7,1492.3,1.016,0,8.7e-01,1.0e+00,0.9951,4173,1511,1541,1354,1621,1336,1520
GENE-16189,NO,51,25,26,1.04,0.1,8.7e-01,1.0e+00,0.9951,4174,29,28,18,38,22,18
GENE-17506,NO,506,255.7,250.3,0.98,0,8.7e-01,1.0e+00,0.9951,4175,269,228,270,206,297,248
GENE-8382,NO,22.3,11,11.3,1.03,0,8.7e-01,1.0e+00,0.9951,4176,9,11,13,12,11,11
GENE-12090,NO,2638.3,1347.3,1291,0.958,-0.1,8.7e-01,1.0e+00,0.9951,4177,1484,1687,871,691,1594,1588
GENE-18441,NO,363.3,183,180.3,0.985,0,8.8e-01,1.0e+00,0.9951,4178,189,188,172,179,180,182
GENE-3513,NO,40,19.7,20.3,1.033,0,8.8e-01,1.0e+00,0.9951,4179,17,21,21,27,20,14
GENE-14186,NO,496.3,251,245.3,0.978,0,8.8e-01,1.0e+00,0.9951,4180,221,300,232,258,197,281
GENE-2850,NO,244.3,123.3,121,0.983,0,8.8e-01,1.0e+00,0.9951,4181,133,117,120,120,132,111
GENE-9274,NO,1220,620,600,0.968,0,8.8e-01,1.0e+00,0.9951,4182,746,536,578,674,761,365
GENE-19074,NO,961,484.3,476.7,0.984,0,8.8e-01,1.0e+00,0.9951,4183,475,507,471,499,420,511
GENE-4509,NO,80,40.7,39.3,0.968,0,8.8e-01,1.0e+00,0.9951,4184,29,55,38,37,32,49
GENE-7591,NO,903,448,455,1.015,0,8.8e-01,1.0e+00,0.9951,4185,475,396,473,448,455,462
GENE-5577,NO,715,360.7,354.3,0.983,0,8.8e-01,1.0e+00,0.9951,4186,421,313,348,355,337,371
GENE-16828,NO,8669.7,4396.3,4273.3,0.972,0,8.8e-01,1.0e+00,0.9951,4187,3732,3309,6148,3820,4920,4080
GENE-6259,NO,8127,4113.3,4013.7,0.976,0,8.8e-01,1.0e+00,0.9951,4188,4273,3523,4544,4563,2845,4633
GENE-12053,NO,150.7,76.7,74,0.969,0,8.8e-01,1.0e+00,0.9951,4189,79,99,52,61,92,69
GENE-4677,NO,407.7,205.7,202,0.982,0,8.8e-01,1.0e+00,0.9951,4190,203,232,182,203,226,177
GENE-10849,NO,104.3,51,53.3,1.046,0.1,8.8e-01,1.0e+00,0.9951,4191,78,23,52,54,46,60
GENE-1546,NO,283,145.7,137.3,0.944,-0.1,8.8e-01,1.0e+00,0.9951,4192,100,161,176,106,56,250
GENE-9183,NO,311.7,157.3,154.3,0.982,0,8.8e-01,1.0e+00,0.9953,4194,150,141,181,150,170,143
GENE-6086,NO,1293.7,661,632.7,0.957,-0.1,8.8e-01,1.0e+00,0.9953,4195,661,916,406,341,715,842
GENE-7167,NO,59,29,30,1.035,0,8.8e-01,1.0e+00,0.9953,4196,35,29,23,40,19,31
GENE-15470,NO,6837,3443.7,3393.3,0.985,0,8.8e-01,1.0e+00,0.9953,4197,3027,3717,3587,3481,3202,3497
GENE-12210,NO,237,115.7,121.3,1.047,0.1,8.8e-01,1.0e+00,0.9953,4198,66,168,113,94,85,185
GENE-2046,NO,1096,540,556,1.03,0,8.8e-01,1.0e+00,0.9953,4199,463,404,753,451,675,542
GENE-17626,NO,440.3,224.3,216,0.964,-0.1,8.8e-01,1.0e+00,0.9953,4200,276,132,265,216,149,283
GENE-4165,NO,35.3,17.3,18,1.039,0.1,8.8e-01,1.0e+00,0.9953,4201,25,11,16,18,14,22
GENE-7610,NO,530,267.3,262.7,0.984,0,8.8e-01,1.0e+00,0.9953,4202,305,250,247,241,282,265
GENE-9844,NO,123.7,63,60.7,0.962,-0.1,8.8e-01,1.0e+00,0.9953,4203,42,78,69,35,72,75
GENE-17563,NO,967.7,487.3,480.3,0.986,0,8.8e-01,1.0e+00,0.9953,4204,501,510,451,467,488,486
GENE-387,NO,89.7,44.3,45.3,1.022,0,8.8e-01,1.0e+00,0.9953,4205,38,49,46,54,41,41
GENE-15818,NO,530.7,269.3,261.3,0.972,0,8.8e-01,1.0e+00,0.9953,4206,296,339,173,217,279,288
GENE-13284,NO,814.7,401.3,413.3,1.03,0,8.8e-01,1.0e+00,0.9953,4207,497,457,250,378,370,492
GENE-18683,NO,139.3,69,70.3,1.019,0,8.8e-01,1.0e+00,0.9953,4208,66,66,75,79,72,60
GENE-9946,NO,43.3,22,21.3,0.97,0,8.8e-01,1.0e+00,0.9953,4209,31,18,17,20,23,21
GENE-17711,NO,101.3,51.3,50,0.975,0,8.8e-01,1.0e+00,0.9953,4210,50,59,45,59,36,55
GENE-16540,NO,2779.3,1400.3,1379,0.985,0,8.8e-01,1.0e+00,0.9953,4211,1233,1551,1417,1304,1500,1333
GENE-6079,NO,617.7,312.7,305,0.976,0,8.8e-01,1.0e+00,0.9953,4212,390,249,299,296,373,246
GENE-11173,NO,6944,3496.3,3447.7,0.986,0,8.8e-01,1.0e+00,0.9953,4213,3710,3559,3220,3732,3457,3154
GENE-3126,NO,213.3,108,105.3,0.975,0,8.8e-01,1.0e+00,0.9953,4214,108,78,138,111,91,114
GENE-12599,NO,861.3,433.7,427.7,0.985,0,8.8e-01,1.0e+00,0.9953,4215,407,468,426,397,417,469
GENE-5748,NO,42.3,20.7,21.7,1.047,0.1,8.8e-01,1.0e+00,0.9953,4216,14,15,33,32,17,16
GENE-9374,NO,1354,681.7,672.3,0.987,0,8.8e-01,1.0e+00,0.9953,4217,668,730,647,653,701,663
GENE-14547,NO,2209.3,1133.3,1076,0.949,-0.1,8.8e-01,1.0e+00,0.9953,4218,1323,941,1136,1626,351,1251
GENE-17255,NO,157.7,79.7,78,0.979,0,8.8e-01,1.0e+00,0.9953,4219,78,80,81,99,68,67
GENE-9027,NO,643.7,325,318.7,0.98,0,8.8e-01,1.0e+00,0.9953,4220,301,358,316,383,245,328
GENE-12315,NO,532.3,264.3,268,1.014,0,8.8e-01,1.0e+00,0.9953,4221,268,254,271,255,259,290
GENE-5476,NO,131,64.7,66.3,1.026,0,8.8e-01,1.0e+00,0.9953,4222,73,58,63,62,49,88
GENE-13490,NO,52.7,26.7,26,0.975,0,8.8e-01,1.0e+00,0.9953,4223,27,25,28,20,25,33
GENE-8295,NO,29.3,14.3,15,1.045,0.1,8.8e-01,1.0e+00,0.9953,4224,13,11,19,8,23,14
GENE-602,NO,6883.3,3419,3464.3,1.013,0,8.9e-01,1.0e+00,0.9953,4225,3387,3355,3515,3546,3724,3123
GENE-3232,NO,279.3,138.3,141,1.019,0,8.9e-01,1.0e+00,0.9953,4226,122,170,123,149,127,147
GENE-10708,NO,513,254.3,258.7,1.017,0,8.9e-01,1.0e+00,0.9953,4227,273,240,250,300,216,260
GENE-19921,NO,965.7,479.3,486.3,1.015,0,8.9e-01,1.0e+00,0.9953,4228,516,434,488,542,464,453
GENE-6881,NO,440,221.7,218.3,0.985,0,8.9e-01,1.0e+00,0.9953,4229,200,255,210,212,226,217
GENE-6993,NO,42.7,21,21.7,1.032,0,8.9e-01,1.0e+00,0.9953,4230,25,18,20,20,15,30
GENE-9071,NO,33.7,17.3,16.3,0.942,-0.1,8.9e-01,1.0e+00,0.9953,4231,28,17,7,18,24,7
GENE-17173,NO,2059,1036,1023,0.987,0,8.9e-01,1.0e+00,0.9953,4232,974,1079,1055,1054,983,1032
GENE-9691,NO,23.7,12,11.7,0.972,0,8.9e-01,1.0e+00,0.9953,4233,12,9,15,11,12,12
GENE-10290,NO,108.3,55.3,53,0.958,-0.1,8.9e-01,1.0e+00,0.9953,4234,23,75,68,47,47,65
GENE-12665,NO,3786.7,1880.3,1906.3,1.014,0,8.9e-01,1.0e+00,0.9953,4235,1878,1968,1795,1704,2062,1953
GENE-17274,NO,6699,3377.7,3321.3,0.983,0,8.9e-01,1.0e+00,0.9953,4236,3920,2908,3305,3068,3110,3786
GENE-19493,NO,36,18.3,17.7,0.964,-0.1,8.9e-01,1.0e+00,0.9953,4237,11,22,22,15,14,24
GENE-11318,NO,611,308.7,302.3,0.979,0,8.9e-01,1.0e+00,0.9953,4238,360,228,338,342,261,304
GENE-6724,NO,1151.7,570,581.7,1.021,0,8.9e-01,1.0e+00,0.9953,4239,448,697,565,506,668,571
GENE-4996,NO,113.3,57.3,56,0.977,0,8.9e-01,1.0e+00,0.9953,4240,68,55,49,42,65,61
GENE-18787,NO,99,48.7,50.3,1.035,0,8.9e-01,1.0e+00,0.9953,4241,64,46,36,32,50,69
GENE-19158,NO,1328,671,657,0.98,0,8.9e-01,1.0e+00,0.9953,4242,748,702,563,606,821,544
GENE-235,NO,1155.7,583.7,572,0.98,0,8.9e-01,1.0e+00,0.9953,4243,621,554,576,422,651,643
GENE-2338,NO,1367.7,690.3,677.3,0.981,0,8.9e-01,1.0e+00,0.9953,4244,728,626,717,851,589,592
GENE-10629,NO,1361,692.7,668.3,0.965,-0.1,8.9e-01,1.0e+00,0.9953,4245,676,880,522,355,865,785
GENE-14508,NO,6062,3012,3050,1.013,0,8.9e-01,1.0e+00,0.9953,4246,2779,3099,3158,3169,3126,2855
GENE-102,NO,593.7,292,301.7,1.033,0,8.9e-01,1.0e+00,0.9953,4247,381,161,334,360,295,250
GENE-15572,NO,107,54,53,0.981,0,8.9e-01,1.0e+00,0.9953,4248,45,61,56,58,50,51
GENE-477,NO,1063.7,528,535.7,1.015,0,8.9e-01,1.0e+00,0.9953,4249,495,507,582,520,592,495
GENE-16122,NO,317,160.3,156.7,0.979,0,8.9e-01,1.0e+00,0.9953,4250,120,182,179,128,172,170
GENE-8833,NO,19.7,9.7,10,1.034,0,8.9e-01,1.0e+00,0.9953,4251,12,11,6,8,11,11
GENE-15579,NO,249,123.3,125.7,1.019,0,8.9e-01,1.0e+00,0.9953,4252,121,105,144,125,107,145
GENE-12399,NO,2777,1372,1405,1.024,0,8.9e-01,1.0e+00,0.9953,4253,1164,1265,1687,998,1533,1684
GENE-9344,NO,30.7,15.7,15,0.958,-0.1,8.9e-01,1.0e+00,0.9953,4254,19,20,8,22,12,11
GENE-2499,NO,144.3,73,71.3,0.977,0,8.9e-01,1.0e+00,0.9953,4255,55,84,80,87,68,59
GENE-17055,NO,2272.3,1127.7,1144.7,1.015,0,8.9e-01,1.0e+00,0.9953,4256,1252,1048,1083,982,1196,1256
GENE-9213,NO,880.7,436.3,444.3,1.018,0,8.9e-01,1.0e+00,0.9953,4257,459,351,499,455,381,497
GENE-16843,NO,62.7,31.7,31,0.979,0,8.9e-01,1.0e+00,0.9953,4258,32,33,30,38,26,29
GENE-8358,NO,686.3,335,351.3,1.049,0.1,8.9e-01,1.0e+00,0.9953,4259,434,364,207,552,357,145
GENE-19635,NO,3284.3,1627,1657.3,1.019,0,8.9e-01,1.0e+00,0.9956,4261,1442,1876,1563,1509,2037,1426
GENE-1066,NO,107.7,54.3,53.3,0.982,0,8.9e-01,1.0e+00,0.9957,4263,47,64,52,59,50,51
GENE-108,NO,455,225.7,229.3,1.016,0,8.9e-01,1.0e+00,0.9957,4264,215,249,213,241,253,194
GENE-11247,NO,62.7,31,31.7,1.021,0,8.9e-01,1.0e+00,0.9957,4265,29,30,34,39,28,28
GENE-10129,NO,233.3,116,117.3,1.014,0,8.9e-01,1.0e+00,0.9957,4266,116,126,106,111,123,118
GENE-6812,NO,67.3,34,33.3,0.98,0,8.9e-01,1.0e+00,0.9957,4267,38,34,30,28,35,37
GENE-7810,NO,103.7,52.3,51.3,0.981,0,8.9e-01,1.0e+00,0.9957,4268,57,55,45,44,50,60
GENE-17594,NO,2706,1339.7,1366.3,1.02,0,8.9e-01,1.0e+00,0.9957,4269,1444,1058,1517,1647,1139,1313
GENE-9409,NO,3931.3,1927,2004.3,1.04,0.1,9.0e-01,1.0e+00,0.9957,4270,1609,2593,1579,914,2857,2242
GENE-4720,NO,6333.3,3189.7,3143.7,0.985,0,9.0e-01,1.0e+00,0.9957,4271,3507,2995,3067,3234,3533,2664
GENE-14300,NO,108,53,55,1.037,0.1,9.0e-01,1.0e+00,0.9957,4272,52,40,67,28,75,62
GENE-429,NO,800.3,403,397.3,0.985,0,9.0e-01,1.0e+00,0.9957,4273,383,461,365,399,358,435
GENE-3741,NO,132.3,66.7,65.7,0.985,0,9.0e-01,1.0e+00,0.9957,4274,73,63,64,66,71,60
GENE-12724,NO,398.3,197.7,200.7,1.016,0,9.0e-01,1.0e+00,0.9957,4275,223,196,174,198,179,225
GENE-12572,NO,644.3,319.7,324.7,1.015,0,9.0e-01,1.0e+00,0.9957,4276,313,278,368,360,296,318
GENE-4547,NO,540.3,268,272.3,1.015,0,9.0e-01,1.0e+00,0.9957,4277,283,282,239,313,241,263
GENE-16637,NO,67,34.3,32.7,0.952,-0.1,9.0e-01,1.0e+00,0.9957,4278,35,16,52,52,17,29
GENE-4730,NO,32,15.7,16.3,1.042,0.1,9.0e-01,1.0e+00,0.9957,4279,24,10,13,9,21,19
GENE-491,NO,22.3,11.3,11,0.971,0,9.0e-01,1.0e+00,0.9957,4280,9,9,16,11,10,12
GENE-13111,NO,2924.3,1470.7,1453.7,0.988,0,9.0e-01,1.0e+00,0.9957,4281,1462,1414,1536,1541,1357,1463
GENE-5733,NO,452.3,224,228.3,1.019,0,9.0e-01,1.0e+00,0.9957,4282,198,227,247,176,227,282
GENE-2647,NO,529.7,266.7,263,0.987,0,9.0e-01,1.0e+00,0.9957,4283,259,268,273,233,276,280
GENE-18233,NO,766,378.7,387.3,1.023,0,9.0e-01,1.0e+00,0.9957,4284,372,291,473,496,358,308
GENE-9843,NO,313.7,158.3,155.3,0.983,0,9.0e-01,1.0e+00,0.9957,4285,157,179,139,182,156,128
GENE-12815,NO,25.7,12.7,13,1.026,0,9.0e-01,1.0e+00,0.9957,4286,11,15,12,13,10,16
GENE-15829,NO,1525.7,773.7,752,0.972,0,9.0e-01,1.0e+00,0.9957,4286,868,869,584,532,624,1100
GENE-315,NO,527.7,266,261.7,0.984,0,9.0e-01,1.0e+00,0.9957,4287,312,259,227,290,270,225
GENE-16583,NO,2060.3,1014,1046.3,1.032,0,9.0e-01,1.0e+00,0.9957,4288,600,1146,1296,1071,717,1351
GENE-14589,NO,55.3,27.3,28,1.024,0,9.0e-01,1.0e+00,0.9957,4289,27,21,34,23,28,33
GENE-8639,NO,764.3,385.7,378.7,0.982,0,9.0e-01,1.0e+00,0.9957,4290,448,396,313,412,302,422
GENE-18664,NO,2456,1201.7,1254.3,1.044,0.1,9.0e-01,1.0e+00,0.9957,4291,636,1888,1081,1086,1929,748
GENE-6382,NO,390.7,194,196.7,1.014,0,9.0e-01,1.0e+00,0.9957,4292,194,214,174,179,205,206
GENE-10941,NO,26.3,13,13.3,1.025,0,9.0e-01,1.0e+00,0.9957,4293,14,14,11,11,17,12
GENE-1632,NO,55,28,27,0.964,-0.1,9.0e-01,1.0e+00,0.9957,4294,23,33,28,43,24,14
GENE-243,NO,343,170.3,172.7,1.016,0,9.0e-01,1.0e+00,0.9957,4295,156,194,161,157,158,203
GENE-14205,NO,62.3,30.7,31.7,1.032,0,9.0e-01,1.0e+00,0.9957,4296,23,21,48,29,32,34
GENE-6642,NO,366.7,182,184.7,1.014,0,9.0e-01,1.0e+00,0.9957,4297,186,182,178,160,214,180
GENE-17839,NO,508.3,255.7,252.7,0.988,0,9.0e-01,1.0e+00,0.9957,4298,254,236,277,242,267,249
GENE-18516,NO,761.7,378.7,383,1.011,0,9.0e-01,1.0e+00,0.9957,4299,379,380,377,362,381,406
GENE-5088,NO,52,25.7,26.3,1.026,0,9.0e-01,1.0e+00,0.9957,4300,31,24,22,36,23,20
GENE-5609,NO,85.3,41,44.3,1.08,0.1,9.0e-01,1.0e+00,0.9957,4301,69,17,37,57,72,4
GENE-2915,NO,679,342.3,336.7,0.984,0,9.0e-01,1.0e+00,0.9957,4302,321,364,342,297,291,422
GENE-14022,NO,37.7,19,18.7,0.982,0,9.0e-01,1.0e+00,0.9957,4303,19,20,18,18,20,18
GENE-7526,NO,1934.3,975,959.3,0.984,0,9.0e-01,1.0e+00,0.9957,4304,993,998,934,891,793,1194
GENE-11751,NO,157,77.3,79.7,1.03,0,9.0e-01,1.0e+00,0.9957,4305,90,42,100,93,65,81
GENE-7793,NO,1433,721,712,0.987,0,9.0e-01,1.0e+00,0.9957,4306,782,707,674,742,632,762
GENE-9345,NO,51.3,26,25.3,0.974,0,9.0e-01,1.0e+00,0.9957,4307,23,24,31,35,19,22
GENE-18337,NO,549,257.7,291.3,1.131,0.2,9.0e-01,1.0e+00,0.9957,4308,9,260,504,508,9,357
GENE-16601,NO,8757.7,4414.3,4343.3,0.984,0,9.0e-01,1.0e+00,0.9957,4309,4076,4112,5055,3586,4163,5281
GENE-16185,NO,678.7,342.3,336.3,0.982,0,9.0e-01,1.0e+00,0.9957,4310,273,425,329,386,331,292
GENE-8868,NO,46.7,23,23.7,1.029,0,9.0e-01,1.0e+00,0.9957,4311,17,31,21,29,16,26
GENE-1843,NO,153,75.3,77.7,1.031,0,9.0e-01,1.0e+00,0.9957,4312,70,53,103,112,59,62
GENE-5316,NO,714.7,353.7,361,1.021,0,9.0e-01,1.0e+00,0.9957,4313,318,444,299,464,293,326
GENE-10515,NO,67.7,33.3,34.3,1.031,0,9.0e-01,1.0e+00,0.9957,4314,44,22,34,42,22,39
GENE-10405,NO,202,100,102,1.023,0,9.0e-01,1.0e+00,0.9957,4315,115,70,115,78,108,120
GENE-1944,NO,2591,1305,1286,0.986,0,9.0e-01,1.0e+00,0.9957,4316,1423,1428,1064,1202,1224,1432
GENE-927,NO,905.7,458,447.7,0.979,0,9.0e-01,1.0e+00,0.9957,4317,391,523,460,305,467,571
GENE-11089,NO,2730.3,1353.7,1376.7,1.017,0,9.0e-01,1.0e+00,0.9957,4318,1379,1588,1094,1286,1644,1200
GENE-13430,NO,43.3,21.3,22,1.031,0,9.1e-01,1.0e+00,0.9957,4319,28,17,19,13,29,24
GENE-19868,NO,26.3,13.3,13,0.975,0,9.1e-01,1.0e+00,0.9957,4320,15,14,11,9,15,15
GENE-584,NO,1045,526.3,518.7,0.986,0,9.1e-01,1.0e+00,0.9957,4321,482,504,593,559,429,568
GENE-11353,NO,399.7,201,198.7,0.988,0,9.1e-01,1.0e+00,0.9957,4322,201,201,201,193,223,180
GENE-9413,NO,2031.3,988.3,1043,1.056,0.1,9.1e-01,1.0e+00,0.9957,4323,1242,1127,596,239,1335,1555
GENE-7394,NO,34,16.7,17.3,1.039,0.1,9.1e-01,1.0e+00,0.9957,4324,24,14,12,20,24,8
GENE-10337,NO,27,13.7,13.3,0.976,0,9.1e-01,1.0e+00,0.9957,4325,18,13,10,12,14,14
GENE-1432,NO,191.7,99.3,92.3,0.932,-0.1,9.1e-01,1.0e+00,0.9957,4326,57,77,164,30,219,28
GENE-4424,NO,123.7,66,57.7,0.876,-0.2,9.1e-01,1.0e+00,0.9957,4327,2,192,4,62,2,109
GENE-1135,NO,42.7,21,21.7,1.032,0,9.1e-01,1.0e+00,0.9957,4328,19,32,12,25,17,23
GENE-5063,NO,566,286.3,279.7,0.977,0,9.1e-01,1.0e+00,0.9957,4329,182,288,389,239,291,309
GENE-15109,NO,1562.7,786.7,776,0.987,0,9.1e-01,1.0e+00,0.9957,4330,795,649,916,786,755,787
GENE-5965,NO,220.7,109.3,111.3,1.021,0,9.1e-01,1.0e+00,0.9957,4331,86,150,92,96,111,127
GENE-7538,NO,483,243.3,239.7,0.986,0,9.1e-01,1.0e+00,0.9957,4332,230,262,238,218,292,209
GENE-12824,NO,50.3,25.7,24.7,0.963,-0.1,9.1e-01,1.0e+00,0.9957,4333,25,34,18,31,10,33
GENE-18456,NO,2662.7,1345,1317.7,0.98,0,9.1e-01,1.0e+00,0.9957,4334,966,1351,1718,1248,1099,1606
GENE-9661,NO,1178.7,577.7,601,1.04,0.1,9.1e-01,1.0e+00,0.9957,4335,567,925,241,492,848,463
